vector,label
"[-0.08282015  0.2541448   0.06294143  0.12040942 -0.03172107 -0.47808182
  0.06697017  0.61198735 -0.14395939 -0.24752825  0.01162101 -0.49480888
 -0.21898574  0.11670714  0.12961444 -0.28527036  0.05691253 -0.36556447
 -0.00904103 -0.4361105   0.20537557  0.11654668  0.18832055 -0.24357556
 -0.1379713   0.10281927 -0.2200277  -0.2579336  -0.27474096  0.04805239
  0.30517605  0.07570564  0.07295565 -0.17919521 -0.08623996  0.30576432
  0.05264418 -0.29302892 -0.13433856 -0.5775524   0.13115935 -0.29941833
 -0.1533748  -0.00603973  0.2508016  -0.0032624  -0.17397976 -0.0360834
  0.16075246  0.23672982  0.04477452 -0.23553775 -0.00255841 -0.13052398
 -0.24568214  0.20164591  0.15013194 -0.07317044 -0.28039423  0.05625802
  0.10224389  0.14439529 -0.10156267 -0.03959655 -0.34578314  0.30681285
  0.10275724  0.21762037 -0.48860204  0.43125856 -0.05883943  0.080938
  0.22608735 -0.0155415   0.29649433  0.16400117  0.06727049 -0.03303162
 -0.27026647  0.03364373 -0.17712837 -0.05074491 -0.31601444  0.4899677
 -0.08590054  0.05790172  0.17839134  0.2363345   0.36444235  0.11521821
  0.39975613  0.05505936 -0.07003006  0.10268778  0.4303695   0.4532035
  0.06824154 -0.36985633  0.08953121 -0.01905576]",2
"[-0.08359271  0.25919238  0.06172556  0.1178753  -0.02949772 -0.4813865
  0.06572796  0.61395097 -0.14653777 -0.25130033  0.01331891 -0.4958468
 -0.22156857  0.11253199  0.13163018 -0.28532574  0.05736717 -0.36346072
 -0.00797498 -0.4383092   0.20712322  0.11558728  0.18946609 -0.24425866
 -0.13782917  0.10372688 -0.22157255 -0.2583538  -0.27729204  0.04798908
  0.3028211   0.07525346  0.07433434 -0.18150494 -0.08594274  0.306372
  0.0515306  -0.2900291  -0.13270989 -0.5798814   0.1303914  -0.29859024
 -0.15470493 -0.00942225  0.2532451  -0.00215327 -0.17387825 -0.03419817
  0.16374384  0.23847827  0.04379298 -0.23522907 -0.00232244 -0.12984739
 -0.24513833  0.20011218  0.15321964 -0.07465472 -0.27868524  0.05773235
  0.10154971  0.14518942 -0.10179075 -0.04162876 -0.34531868  0.30807108
  0.10397223  0.21784031 -0.48637784  0.4296522  -0.06011212  0.08198397
  0.22617851 -0.01536979  0.29747853  0.16459775  0.06983241 -0.03281933
 -0.27194998  0.02988587 -0.17457788 -0.04768139 -0.31619275  0.4913597
 -0.08804815  0.05589601  0.17982504  0.23978852  0.36570114  0.11631443
  0.40141088  0.05640664 -0.07359223  0.10212193  0.4320366   0.45471817
  0.07052848 -0.3702621   0.08944283 -0.01852515]",1
"[-8.98840725e-02  2.80409455e-01  6.79179281e-02  1.30496621e-01
 -3.32744643e-02 -5.31958401e-01  7.68499747e-02  6.83142841e-01
 -1.60012662e-01 -2.77205437e-01  1.21743800e-02 -5.48627734e-01
 -2.46343344e-01  1.29781872e-01  1.42068759e-01 -3.13997328e-01
  6.23686723e-02 -4.05608028e-01 -1.06863705e-02 -4.84982818e-01
  2.26251021e-01  1.26357272e-01  2.07381427e-01 -2.72234023e-01
 -1.51474819e-01  1.08787403e-01 -2.43647024e-01 -2.88472235e-01
 -3.06197584e-01  5.18061668e-02  3.37688059e-01  8.26735273e-02
  8.03174824e-02 -1.97689354e-01 -9.52047929e-02  3.40894133e-01
  5.91281988e-02 -3.27673852e-01 -1.47127226e-01 -6.41809762e-01
  1.42525956e-01 -3.33661556e-01 -1.76402539e-01 -5.09368815e-03
  2.81217039e-01 -5.81175089e-03 -1.93844572e-01 -3.89751717e-02
  1.76180825e-01  2.64926374e-01  5.22571206e-02 -2.61514217e-01
 -3.93843162e-04 -1.45959318e-01 -2.70432472e-01  2.26814508e-01
  1.69366419e-01 -8.21011066e-02 -3.10737729e-01  6.15978763e-02
  1.11017160e-01  1.57918379e-01 -1.12389974e-01 -4.35671210e-02
 -3.85131538e-01  3.42692584e-01  1.15268126e-01  2.41099283e-01
 -5.38710535e-01  4.77956086e-01 -6.17906377e-02  8.51248801e-02
  2.52034307e-01 -1.52587211e-02  3.27011824e-01  1.82422668e-01
  7.46058822e-02 -3.83124389e-02 -3.00269276e-01  3.42731662e-02
 -1.94176078e-01 -5.43504134e-02 -3.50553155e-01  5.42821705e-01
 -9.26903561e-02  6.37146235e-02  1.99295297e-01  2.59862334e-01
  4.07046020e-01  1.28811061e-01  4.42275882e-01  6.14426807e-02
 -7.81770125e-02  1.12342410e-01  4.79358554e-01  5.06121337e-01
  7.44988993e-02 -4.13470119e-01  1.01199843e-01 -2.05724016e-02]",1
"[-6.40059486e-02  1.96019202e-01  4.72441874e-02  9.03605372e-02
 -2.62054484e-02 -3.64197642e-01  5.19003198e-02  4.67413574e-01
 -1.10454693e-01 -1.89211011e-01  6.31818920e-03 -3.75478059e-01
 -1.68056130e-01  8.49909410e-02  9.73478481e-02 -2.18148574e-01
  4.44298014e-02 -2.75117308e-01 -8.29031132e-03 -3.30128819e-01
  1.54304430e-01  8.81956741e-02  1.44152910e-01 -1.83215722e-01
 -1.06618538e-01  7.60701299e-02 -1.64632291e-01 -1.97222948e-01
 -2.07606882e-01  3.47279832e-02  2.33186930e-01  5.73748723e-02
  5.50324209e-02 -1.37014166e-01 -6.43968508e-02  2.29075298e-01
  4.37951498e-02 -2.19711930e-01 -9.61998850e-02 -4.36521083e-01
  1.02114059e-01 -2.27529973e-01 -1.21014424e-01 -8.61800555e-03
  1.88171014e-01 -2.28874409e-03 -1.30316004e-01 -2.67468784e-02
  1.22881927e-01  1.77572235e-01  3.83324251e-02 -1.83387667e-01
 -2.25200347e-04 -9.59705263e-02 -1.84785768e-01  1.55647859e-01
  1.18873782e-01 -5.61196692e-02 -2.11588994e-01  4.25104015e-02
  7.83023238e-02  1.09852515e-01 -7.69456029e-02 -3.37178372e-02
 -2.61613548e-01  2.34184042e-01  7.69358501e-02  1.61349311e-01
 -3.70514482e-01  3.24902356e-01 -4.69425693e-02  6.14326671e-02
  1.74082384e-01 -1.22161638e-02  2.23908767e-01  1.23378292e-01
  5.11601157e-02 -2.67503355e-02 -2.06650376e-01  2.49686949e-02
 -1.33480549e-01 -3.79688963e-02 -2.37369329e-01  3.69926661e-01
 -6.29442781e-02  4.06010561e-02  1.31816715e-01  1.78886637e-01
  2.80031770e-01  8.82362947e-02  3.07708472e-01  4.35628407e-02
 -5.26051559e-02  7.64816478e-02  3.29700530e-01  3.43269348e-01
  5.59827387e-02 -2.81604856e-01  6.58928603e-02 -1.61001496e-02]",0
"[-0.05709361  0.1785179   0.04430917  0.08378613 -0.02234572 -0.3355191
  0.044483    0.42826864 -0.10024358 -0.17342304  0.00906052 -0.34649694
 -0.15580966  0.0830332   0.09175283 -0.19824733  0.0395686  -0.25666618
 -0.00413026 -0.3073347   0.14302965  0.07973781  0.13120355 -0.16870569
 -0.09675589  0.07336894 -0.15313336 -0.18095659 -0.1916778   0.03424658
  0.21416293  0.05358896  0.05170584 -0.12705375 -0.06166129  0.21231604
  0.03761946 -0.20218106 -0.09448814 -0.40349284  0.09135403 -0.20997281
 -0.10470226 -0.00568398  0.17523596 -0.00251239 -0.12302157 -0.02597848
  0.11235747  0.1652307   0.03177248 -0.1644146  -0.00274533 -0.09022433
 -0.17451893  0.13804187  0.10472608 -0.05138414 -0.19806069  0.03875678
  0.07189181  0.10082439 -0.07075109 -0.02696523 -0.24058342  0.21605626
  0.07236386  0.15243074 -0.34295684  0.29996452 -0.04025842  0.05672431
  0.15863585 -0.0083827   0.20699824  0.11524714  0.04701261 -0.02251272
 -0.19025292  0.02472781 -0.12482519 -0.03482371 -0.22400078  0.3429227
 -0.05901853  0.04109429  0.12480212  0.16744994  0.25319913  0.07953591
  0.27787164  0.03721005 -0.04917698  0.07028735  0.29864752  0.3179042
  0.0498013  -0.2595381   0.06398985 -0.01084145]",1
"[-0.08402149  0.26998463  0.06894077  0.12825082 -0.03489456 -0.5062703
  0.07534576  0.64724684 -0.1465154  -0.26206633  0.00926808 -0.51881564
 -0.2343042   0.11670256  0.13217106 -0.29939035  0.05935661 -0.38413894
 -0.01196877 -0.45499665  0.21356413  0.12230664  0.2017522  -0.25405598
 -0.1470093   0.10499223 -0.23057736 -0.27267358 -0.28553715  0.04744698
  0.3244796   0.07811102  0.07729147 -0.18840274 -0.08867773  0.31710058
  0.05818806 -0.3041156  -0.13578857 -0.60122544  0.140665   -0.3138645
 -0.16447254 -0.01028815  0.25834712 -0.00428837 -0.18131565 -0.03682918
  0.17341265  0.24596043  0.05272106 -0.2562571   0.00110426 -0.13576658
 -0.25744745  0.217452    0.16443166 -0.0750974  -0.2940002   0.05987427
  0.10579491  0.14839032 -0.10701985 -0.04468055 -0.35880598  0.32308856
  0.10157932  0.22511806 -0.5108605   0.44748774 -0.0623807   0.08254099
  0.24073109 -0.01551595  0.31028813  0.16800825  0.06848097 -0.03928771
 -0.28731406  0.03552116 -0.18699189 -0.04934241 -0.33060598  0.51327837
 -0.08933087  0.0554322   0.18773605  0.24697588  0.38746768  0.12131641
  0.4211956   0.05778484 -0.07517844  0.10589555  0.455542    0.477298
  0.07321931 -0.3889675   0.08618871 -0.0226916 ]",1
"[-6.06843568e-02  2.04872385e-01  5.14484122e-02  9.65614840e-02
 -2.44200956e-02 -3.87056410e-01  5.65770604e-02  4.93596047e-01
 -1.11179881e-01 -2.02374279e-01  8.71209335e-03 -3.96370202e-01
 -1.81773886e-01  8.98775011e-02  1.04383536e-01 -2.26427987e-01
  4.61084545e-02 -2.94492275e-01 -2.78926943e-03 -3.48752111e-01
  1.66487694e-01  9.27126482e-02  1.53280914e-01 -1.94178075e-01
 -1.11464411e-01  8.65925923e-02 -1.76538467e-01 -2.06156433e-01
 -2.21433461e-01  3.98992561e-02  2.44681999e-01  5.99407293e-02
  5.75180165e-02 -1.44227013e-01 -6.80313185e-02  2.46404260e-01
  4.08243835e-02 -2.35559359e-01 -1.11150660e-01 -4.63934183e-01
  1.04616515e-01 -2.40149811e-01 -1.23539507e-01 -3.49791348e-03
  2.02545941e-01 -1.59928855e-03 -1.41840816e-01 -3.30658071e-02
  1.28642261e-01  1.90219671e-01  3.88929509e-02 -1.91663802e-01
  3.21004627e-04 -1.06693700e-01 -1.98906690e-01  1.61437646e-01
  1.20623514e-01 -5.83931878e-02 -2.24226102e-01  4.20627296e-02
  7.88986459e-02  1.12643704e-01 -8.23501498e-02 -3.23197618e-02
 -2.75360823e-01  2.46181935e-01  8.02495256e-02  1.72534168e-01
 -3.91858846e-01  3.40676188e-01 -4.90941592e-02  6.39730468e-02
  1.80714220e-01 -1.20548680e-02  2.35808522e-01  1.32839188e-01
  5.37815914e-02 -2.61550881e-02 -2.19646320e-01  3.12228594e-02
 -1.42579734e-01 -3.68513279e-02 -2.52788603e-01  3.93938988e-01
 -7.08242208e-02  4.63369712e-02  1.45789564e-01  1.89608037e-01
  2.91785538e-01  9.06635672e-02  3.19244117e-01  4.34417315e-02
 -5.78365289e-02  7.91517422e-02  3.44238549e-01  3.63844812e-01
  5.35809249e-02 -2.95096934e-01  6.91375881e-02 -1.26103973e-02]",2
"[-6.06843568e-02  2.04872385e-01  5.14484122e-02  9.65614840e-02
 -2.44200956e-02 -3.87056410e-01  5.65770604e-02  4.93596047e-01
 -1.11179881e-01 -2.02374279e-01  8.71209335e-03 -3.96370202e-01
 -1.81773886e-01  8.98775011e-02  1.04383536e-01 -2.26427987e-01
  4.61084545e-02 -2.94492275e-01 -2.78926943e-03 -3.48752111e-01
  1.66487694e-01  9.27126482e-02  1.53280914e-01 -1.94178075e-01
 -1.11464411e-01  8.65925923e-02 -1.76538467e-01 -2.06156433e-01
 -2.21433461e-01  3.98992561e-02  2.44681999e-01  5.99407293e-02
  5.75180165e-02 -1.44227013e-01 -6.80313185e-02  2.46404260e-01
  4.08243835e-02 -2.35559359e-01 -1.11150660e-01 -4.63934183e-01
  1.04616515e-01 -2.40149811e-01 -1.23539507e-01 -3.49791348e-03
  2.02545941e-01 -1.59928855e-03 -1.41840816e-01 -3.30658071e-02
  1.28642261e-01  1.90219671e-01  3.88929509e-02 -1.91663802e-01
  3.21004627e-04 -1.06693700e-01 -1.98906690e-01  1.61437646e-01
  1.20623514e-01 -5.83931878e-02 -2.24226102e-01  4.20627296e-02
  7.88986459e-02  1.12643704e-01 -8.23501498e-02 -3.23197618e-02
 -2.75360823e-01  2.46181935e-01  8.02495256e-02  1.72534168e-01
 -3.91858846e-01  3.40676188e-01 -4.90941592e-02  6.39730468e-02
  1.80714220e-01 -1.20548680e-02  2.35808522e-01  1.32839188e-01
  5.37815914e-02 -2.61550881e-02 -2.19646320e-01  3.12228594e-02
 -1.42579734e-01 -3.68513279e-02 -2.52788603e-01  3.93938988e-01
 -7.08242208e-02  4.63369712e-02  1.45789564e-01  1.89608037e-01
  2.91785538e-01  9.06635672e-02  3.19244117e-01  4.34417315e-02
 -5.78365289e-02  7.91517422e-02  3.44238549e-01  3.63844812e-01
  5.35809249e-02 -2.95096934e-01  6.91375881e-02 -1.26103973e-02]",2
"[-7.01361373e-02  2.06270218e-01  5.46607897e-02  9.37898681e-02
 -3.29952762e-02 -3.84001493e-01  6.24209531e-02  4.94132549e-01
 -1.15045063e-01 -1.94932446e-01 -2.04605935e-03 -3.91041130e-01
 -1.73686534e-01  7.96101317e-02  9.64062512e-02 -2.31203213e-01
  4.29655388e-02 -2.87117124e-01 -1.95894800e-02 -3.43935013e-01
  1.53693184e-01  9.62433740e-02  1.53692782e-01 -1.89015284e-01
 -1.15693904e-01  6.83329478e-02 -1.62789345e-01 -2.16554105e-01
 -2.15799063e-01  3.03646531e-02  2.49889120e-01  5.91675080e-02
  6.53057322e-02 -1.43658578e-01 -6.11233711e-02  2.35837981e-01
  5.09452410e-02 -2.26484969e-01 -8.92884657e-02 -4.53614414e-01
  1.10637739e-01 -2.36953393e-01 -1.39085650e-01 -1.62785612e-02
  1.87912762e-01 -4.03039716e-03 -1.34491965e-01 -2.41227653e-02
  1.33203909e-01  1.77893907e-01  4.61525731e-02 -2.04680234e-01
  4.00747056e-04 -9.77089554e-02 -1.87898934e-01  1.71506882e-01
  1.33537680e-01 -5.00110462e-02 -2.16509998e-01  4.81746718e-02
  7.99361318e-02  1.17643230e-01 -8.32762420e-02 -4.41260338e-02
 -2.61966795e-01  2.53270835e-01  6.76610842e-02  1.56372994e-01
 -3.83066416e-01  3.32605392e-01 -5.29695973e-02  6.30477369e-02
  1.92762598e-01 -1.27381757e-02  2.37514853e-01  1.17549524e-01
  5.36576957e-02 -3.87726873e-02 -2.17342898e-01  2.49156114e-02
 -1.37801006e-01 -3.04463729e-02 -2.42396817e-01  3.80902916e-01
 -6.76702112e-02  3.41603383e-02  1.36211723e-01  1.79704666e-01
  2.99556643e-01  9.30045545e-02  3.24817955e-01  4.48796935e-02
 -5.98093718e-02  8.10643360e-02  3.54561150e-01  3.55040461e-01
  6.24900050e-02 -2.98032463e-01  6.26902655e-02 -2.19540168e-02]",1
"[-0.04725441  0.15461972  0.04103327  0.07441919 -0.01802822 -0.28674224
  0.04413853  0.37084877 -0.08777975 -0.15118583  0.00790378 -0.29886866
 -0.13431852  0.07107358  0.07910077 -0.17096703  0.03569689 -0.22548002
 -0.00522647 -0.26318604  0.12583065  0.07152534  0.12155297 -0.14648482
 -0.08577096  0.0601135  -0.13613208 -0.1583375  -0.16741532  0.03576193
  0.18209384  0.04380043  0.04703564 -0.11228711 -0.05397627  0.1913311
  0.03302517 -0.17637429 -0.08576383 -0.3472673   0.07959662 -0.1795829
 -0.09516243 -0.00279272  0.14913085 -0.00325198 -0.10653782 -0.02303021
  0.10361136  0.14187047  0.02580884 -0.14345431  0.00080941 -0.08078219
 -0.14818864  0.12454148  0.08662809 -0.05031944 -0.17414531  0.03625483
  0.06368013  0.08492608 -0.06053305 -0.02864457 -0.20886059  0.18659781
  0.06173841  0.13314143 -0.29971218  0.26103762 -0.03279039  0.04787882
  0.14175305 -0.00926416  0.18090929  0.09515627  0.03961515 -0.02156629
 -0.16610056  0.01993068 -0.10753161 -0.03070856 -0.19263722  0.29485172
 -0.05187982  0.03903334  0.10836478  0.14522712  0.22474907  0.07446
  0.24015746  0.03453499 -0.04463534  0.06411476  0.254286    0.2731974
  0.04211305 -0.22392702  0.05226775 -0.00975714]",1
"[-7.23175481e-02  2.33910903e-01  5.56570292e-02  1.10427596e-01
 -2.66490057e-02 -4.33231056e-01  6.33383915e-02  5.55788100e-01
 -1.29265174e-01 -2.25001469e-01  1.00392783e-02 -4.48805124e-01
 -2.00556174e-01  1.03872731e-01  1.14112131e-01 -2.57355809e-01
  4.69646081e-02 -3.28618556e-01 -9.36209783e-03 -3.96026790e-01
  1.86523184e-01  1.06793001e-01  1.71929866e-01 -2.19870746e-01
 -1.22625396e-01  9.13522765e-02 -2.02078596e-01 -2.35190764e-01
 -2.48330370e-01  4.20918018e-02  2.71573335e-01  6.79094493e-02
  6.82005808e-02 -1.62205815e-01 -7.58450255e-02  2.83021867e-01
  4.90135662e-02 -2.60699719e-01 -1.22623891e-01 -5.19093096e-01
  1.18292667e-01 -2.70444989e-01 -1.41226545e-01 -4.48617665e-03
  2.24296033e-01 -4.16783337e-03 -1.56658813e-01 -3.01252287e-02
  1.48994908e-01  2.15032518e-01  4.27084677e-02 -2.15325922e-01
  3.44024476e-04 -1.20806858e-01 -2.20899820e-01  1.82927430e-01
  1.35743514e-01 -6.67079166e-02 -2.50549823e-01  5.58511987e-02
  9.17030871e-02  1.26420453e-01 -8.99562165e-02 -3.76614369e-02
 -3.13150376e-01  2.76755363e-01  9.10531282e-02  2.00984150e-01
 -4.42260355e-01  3.88912320e-01 -5.46596162e-02  7.23951533e-02
  2.06166506e-01 -1.50629943e-02  2.65275538e-01  1.45414770e-01
  5.63626662e-02 -3.27560268e-02 -2.48529047e-01  3.25337201e-02
 -1.60953566e-01 -4.82639894e-02 -2.85257697e-01  4.44253713e-01
 -7.73736164e-02  5.30790202e-02  1.62129402e-01  2.13304460e-01
  3.30942899e-01  1.08691938e-01  3.56773287e-01  5.23282178e-02
 -6.26445860e-02  9.32254568e-02  3.86487216e-01  4.07886118e-01
  6.17559776e-02 -3.30367595e-01  8.21747482e-02 -1.89744364e-02]",2
"[-4.80188355e-02  1.55233189e-01  3.53803858e-02  7.62461722e-02
 -1.88501813e-02 -2.92683184e-01  4.01632860e-02  3.76902401e-01
 -8.77738744e-02 -1.52878374e-01  6.71179732e-03 -3.00113112e-01
 -1.36286467e-01  7.04736337e-02  7.62111247e-02 -1.72780663e-01
  3.40014733e-02 -2.25171000e-01 -4.54114471e-03 -2.72295117e-01
  1.25779897e-01  7.19285458e-02  1.15510523e-01 -1.48736387e-01
 -8.50959346e-02  5.99977970e-02 -1.36988491e-01 -1.54306769e-01
 -1.69575781e-01  3.06818243e-02  1.85475722e-01  4.65091653e-02
  4.51196060e-02 -1.08338453e-01 -5.22843711e-02  1.90303937e-01
  3.20324264e-02 -1.78768888e-01 -8.10074210e-02 -3.51172805e-01
  7.93642700e-02 -1.85440436e-01 -9.58822295e-02 -3.59257450e-03
  1.55669004e-01 -3.43849929e-03 -1.06304094e-01 -1.97922420e-02
  1.00353621e-01  1.45338699e-01  2.70576030e-02 -1.43184870e-01
 -1.93849322e-04 -7.70283565e-02 -1.48458600e-01  1.19840100e-01
  8.88904184e-02 -4.70035337e-02 -1.72980398e-01  3.51128802e-02
  6.08186945e-02  8.73308256e-02 -6.05498143e-02 -2.49048714e-02
 -2.13099524e-01  1.86643764e-01  6.13810793e-02  1.35839880e-01
 -2.97977060e-01  2.63326555e-01 -3.46934423e-02  5.03047928e-02
  1.38922736e-01 -9.23520327e-03  1.78882867e-01  1.00070134e-01
  4.04221714e-02 -2.23108642e-02 -1.65515214e-01  1.91102065e-02
 -1.07701778e-01 -3.20199169e-02 -1.94503903e-01  3.01712930e-01
 -5.32662682e-02  3.54356393e-02  1.09331444e-01  1.46097437e-01
  2.23989412e-01  7.28970319e-02  2.40545750e-01  3.36422473e-02
 -4.19363081e-02  6.26058206e-02  2.60654002e-01  2.75842726e-01
  4.17939797e-02 -2.24443913e-01  5.83886132e-02 -1.09470719e-02]",2
"[-0.07709826  0.22191596  0.0579926   0.10208212 -0.0351852  -0.41716808
  0.0671421   0.5344961  -0.12540889 -0.20929793 -0.00354273 -0.4237697
 -0.18655245  0.08620159  0.10463474 -0.250665    0.04903454 -0.31193322
 -0.02110219 -0.370764    0.16855857  0.10669492  0.16668446 -0.20561604
 -0.12597023  0.06996378 -0.17732932 -0.23524174 -0.2361623   0.03124265
  0.2714385   0.06339186  0.07076685 -0.1541047  -0.06621644  0.2548815
  0.05493086 -0.2437053  -0.09346347 -0.49042052  0.11918513 -0.25739107
 -0.1491008  -0.01811848  0.20238733 -0.00491264 -0.14716569 -0.02722374
  0.14466569  0.19428453  0.04947359 -0.22343016  0.00242711 -0.10360934
 -0.20270438  0.1861578   0.1470233  -0.05507826 -0.23469809  0.05229054
  0.08561859  0.12776612 -0.09180833 -0.04740538 -0.2834279   0.27479723
  0.07058923  0.16806169 -0.41214475  0.36166814 -0.05826952  0.06948674
  0.2098933  -0.0130653   0.256081    0.1259744   0.0594251  -0.04084351
 -0.23672034  0.02576363 -0.14839974 -0.03391651 -0.2643231   0.4102122
 -0.07277653  0.03638935  0.1467595   0.194873    0.3251581   0.10148211
  0.34910637  0.04984061 -0.06407813  0.08930755  0.38317662  0.38595048
  0.06876431 -0.32333818  0.06717069 -0.02511356]",1
"[-0.07637955  0.25113046  0.05792884  0.11928033 -0.02746261 -0.4677133
  0.06785083  0.607403   -0.13841568 -0.24269113  0.01045742 -0.48565733
 -0.21828142  0.1156376   0.12269049 -0.27612522  0.05537534 -0.36215806
 -0.00731077 -0.43612435  0.2049462   0.11448384  0.18922642 -0.23853621
 -0.13680865  0.10117763 -0.22136396 -0.25212848 -0.2710311   0.0525496
  0.29891562  0.07517306  0.0733833  -0.1808262  -0.0845556   0.30842626
  0.05047126 -0.28912765 -0.13543776 -0.56987536  0.13034153 -0.2948241
 -0.15015161 -0.00634555  0.24873129 -0.0078346  -0.17261697 -0.03608448
  0.16333625  0.23482133  0.03969756 -0.23170197 -0.00115697 -0.12837464
 -0.2402888   0.19669558  0.14009902 -0.07620946 -0.27755156  0.05786951
  0.1001111   0.1365234  -0.09855279 -0.0363021  -0.34082773  0.30388057
  0.10226715  0.21726324 -0.4836097   0.42302412 -0.05532336  0.08042763
  0.22086963 -0.01348258  0.28905976  0.15722173  0.0680903  -0.0323232
 -0.2663558   0.03570425 -0.1765744  -0.05261829 -0.31542912  0.48618495
 -0.08926301  0.05548481  0.17911293  0.23900774  0.35853234  0.11416994
  0.3884382   0.05436518 -0.06937458  0.09723415  0.41940027  0.44349712
  0.06444445 -0.36195737  0.09106692 -0.01780299]",2
"[-0.06532335  0.20264024  0.05194749  0.09618999 -0.02417495 -0.3792835
  0.05430195  0.4788964  -0.10992999 -0.19683479  0.0070352  -0.38842198
 -0.17440975  0.08800205  0.09888886 -0.22293031  0.04038936 -0.2848961
 -0.0072624  -0.34126627  0.15947177  0.08930257  0.14875793 -0.1880442
 -0.11152662  0.08077473 -0.17344011 -0.20174836 -0.21579875  0.03786397
  0.24027255  0.05884776  0.05929527 -0.13945979 -0.065121    0.2399565
  0.04142319 -0.22927149 -0.10289649 -0.45032105  0.10434613 -0.23526812
 -0.12152255 -0.0046471   0.19308284 -0.0026559  -0.1363102  -0.03048722
  0.12797897  0.184445    0.03665236 -0.1902689  -0.00204761 -0.10060926
 -0.19209744  0.16217525  0.11909506 -0.05589537 -0.22026585  0.04233656
  0.07936249  0.11191232 -0.0792679  -0.03126349 -0.26713213  0.24112466
  0.07917033  0.16842312 -0.38092053  0.3328488  -0.04640055  0.06041457
  0.17797063 -0.01117213  0.23126303  0.12733857  0.05139213 -0.02816958
 -0.21109991  0.02550198 -0.14051536 -0.03641229 -0.2473418   0.38398388
 -0.06669606  0.044323    0.14053233  0.18708317  0.28715256  0.09026358
  0.31115556  0.04328737 -0.05889258  0.07846837  0.3367435   0.3575289
  0.0558243  -0.29041144  0.06894264 -0.01516148]",1
"[-0.0451959   0.1455803   0.03625952  0.06997453 -0.01644009 -0.2696204
  0.03797659  0.34460828 -0.08001913 -0.14126612  0.00498527 -0.27841398
 -0.12572338  0.06560301  0.07092843 -0.15951225  0.03139779 -0.2082631
 -0.00398082 -0.2464605   0.11776245  0.06676472  0.10583755 -0.13829638
 -0.07823578  0.05837454 -0.1264674  -0.14319919 -0.15660524  0.02833681
  0.17160442  0.04403172  0.04035855 -0.10071192 -0.0504724   0.17575338
  0.03043629 -0.16276346 -0.07660321 -0.32711264  0.07424258 -0.16736412
 -0.08576632 -0.0021016   0.14261656 -0.00406691 -0.09957458 -0.01989199
  0.0929907   0.13348438  0.02568843 -0.13450423 -0.00062067 -0.07369915
 -0.13800718  0.11427962  0.08152309 -0.04235161 -0.1592292   0.03237416
  0.05889332  0.07949673 -0.05598072 -0.02144099 -0.19397727  0.17206644
  0.05830446  0.12430631 -0.27533895  0.24297431 -0.03222946  0.04471369
  0.12591921 -0.00629648  0.16840588  0.09175286  0.03663906 -0.01805349
 -0.15500069  0.02013233 -0.0997971  -0.02918707 -0.18009739  0.27652648
 -0.05087107  0.03059001  0.10362088  0.13422276  0.20809811  0.06393458
  0.22432198  0.03082522 -0.04225248  0.05736516  0.24063876  0.25449446
  0.0382648  -0.20746565  0.05261845 -0.0107285 ]",1
"[-5.24700433e-02  1.74452245e-01  4.08935435e-02  8.04584250e-02
 -1.92827750e-02 -3.27887148e-01  4.50230725e-02  4.21583414e-01
 -9.65073556e-02 -1.70160338e-01  7.73044303e-03 -3.36767346e-01
 -1.51576132e-01  8.08786675e-02  8.66609067e-02 -1.94404930e-01
  3.65174748e-02 -2.48434633e-01 -2.74497783e-03 -2.99423188e-01
  1.39777094e-01  7.69870877e-02  1.30291730e-01 -1.65480778e-01
 -9.48767811e-02  6.97219670e-02 -1.52493894e-01 -1.74984112e-01
 -1.86752766e-01  3.54095735e-02  2.08220273e-01  5.26635312e-02
  5.21027744e-02 -1.25171289e-01 -5.75367287e-02  2.11953253e-01
  3.58079933e-02 -1.99439615e-01 -9.25118327e-02 -3.93736154e-01
  9.03944224e-02 -2.04803720e-01 -1.04266658e-01 -1.81392778e-03
  1.70626462e-01 -5.64679457e-03 -1.18437208e-01 -2.60898806e-02
  1.10990286e-01  1.62832811e-01  2.93432269e-02 -1.62530214e-01
 -2.07080826e-04 -8.90876204e-02 -1.67974666e-01  1.37704581e-01
  1.00031145e-01 -5.03768511e-02 -1.91896766e-01  4.03248593e-02
  6.92662299e-02  9.40774977e-02 -6.75388724e-02 -2.49963570e-02
 -2.37983450e-01  2.08982557e-01  7.32220113e-02  1.49845734e-01
 -3.35788012e-01  2.94016778e-01 -3.77602093e-02  5.45894057e-02
  1.55514970e-01 -9.39615816e-03  2.01004252e-01  1.10626668e-01
  4.48283814e-02 -2.46532671e-02 -1.86512917e-01  2.58150343e-02
 -1.22865498e-01 -3.28030996e-02 -2.19486102e-01  3.35656464e-01
 -6.10857382e-02  3.95613350e-02  1.23359784e-01  1.64085254e-01
  2.50230014e-01  8.21985528e-02  2.68715709e-01  3.66965272e-02
 -4.68838736e-02  6.77150562e-02  2.92749494e-01  3.10262233e-01
  4.42998447e-02 -2.50508994e-01  6.35210797e-02 -1.20914197e-02]",1
